GLCM_contrast,GLCM_correlation,GLCM_energy,GLCM_homogeneity,GLCM_ASM,GLCM_dissimilarity,lesion_id,image_type
56.651785718123676,0.9896635442113261,0.07623243486775834,0.47482036665156097,0.005856313854495071,3.4457054340824596,ISIC_8149219,clinical: close-up
61.30727442952582,0.9483685148442511,0.03297605589025213,0.24227782026514463,0.0011272523230603597,4.81419895613961,ISIC_4671410,dermoscopic
725.453609811414,0.81239583069061,0.013033427570556396,0.09493482306509772,0.00017581314963816897,17.335423904011453,ISIC_3904045,clinical: close-up
220.00531348682614,0.7638986411932561,0.03728479495082789,0.2721179689201155,0.0014572062125876824,7.276876670611539,ISIC_5371928,dermoscopic
71.51771690430576,0.8444820822631872,0.0394037738541419,0.21325176824481504,0.0015926518464714258,5.489011927703548,ISIC_0791494,clinical: close-up
69.09460679454457,0.9378588794969892,0.04563732236046383,0.34592842622050896,0.002194004851692229,4.1065998128199315,ISIC_3624913,dermoscopic
348.6571664949952,0.6431619461631514,0.018013346830290006,0.09831615192141002,0.00032830599011660685,12.882326035462562,ISIC_5667730,clinical: close-up
109.37949083412362,0.836257865663288,0.04045696913971257,0.3108178466389969,0.0017180919262763325,4.8440504317916515,ISIC_5186409,dermoscopic
171.16661363789208,0.8197670859330839,0.026886688141387217,0.1691848193818645,0.0007458118165291831,8.37495170477388,ISIC_8803389,clinical: close-up
277.69274604999543,0.8923889221035831,0.03155608624060674,0.23406667095992273,0.0010276526240807274,8.186185466570812,ISIC_1048297,dermoscopic
60.329372988954816,0.7626244973158393,0.04026951021147649,0.24292856075797775,0.0016898402722487094,5.059125934836488,ISIC_2729538,clinical: close-up
22.921291815807866,0.9198797202039035,0.04854625488255659,0.31323550385112764,0.002459740774037799,3.196600522234441,ISIC_5107821,dermoscopic
303.8122309252718,0.9003162825979608,0.02257909732355644,0.18652764097493382,0.0005192968201375772,9.719277119200315,ISIC_1498519,clinical: close-up
252.99782321629706,0.9010245570687309,0.02862921000508739,0.23383866270314801,0.0008386002307128659,8.385237243481937,ISIC_5916190,dermoscopic
112.62602286934147,0.89036761814129,0.02364818465745511,0.19225698172358607,0.0005817276473179144,6.965206250492212,ISIC_3209508,clinical: close-up
35.09620621358817,0.9069309775787163,0.04348866889871881,0.3115924042121471,0.0019855423710534725,3.5359944147127345,ISIC_9546309,dermoscopic
259.59025164610824,0.4944971050367353,0.02674071239744684,0.12643362410065992,0.0007262621911111792,10.925079318404208,ISIC_2978483,clinical: close-up
15.984356529597834,0.968730749267484,0.04938219631889653,0.42546028220055515,0.002580774409561974,2.3689118663059214,ISIC_8325963,dermoscopic
58.11617103328093,0.9113902168992988,0.028032007833857054,0.22247369641207512,0.0008127223395741307,5.191943124830058,ISIC_9769821,clinical: close-up
22.243528081505833,0.9695430001144563,0.04228334375333878,0.3766810421192954,0.001862660729921281,2.6330913797468978,ISIC_3780652,dermoscopic
75.06161249771627,0.8369875108923472,0.030750748061519076,0.19174910830445469,0.0009743605067581467,6.020357636270126,ISIC_8947496,clinical: close-up
22.128510221125115,0.9518118544769473,0.049124468896482636,0.39996979185340115,0.002530972489335495,2.4796466782011617,ISIC_7213515,dermoscopic
424.65739089278844,0.7420234467492645,0.016959380423639273,0.12112683704042643,0.00029598242956084406,13.390554808646343,ISIC_5881121,clinical: close-up
384.9650051495376,0.9183289101151922,0.014342191008934932,0.13346037818243586,0.00021240204447744545,11.980058061099745,ISIC_9803465,dermoscopic
51.090590626510625,0.9637816938834957,0.025262109720719645,0.2355438032481405,0.0006473692993631767,4.816959915630871,ISIC_9923124,clinical: close-up
16.082144259510194,0.9933543536879137,0.1024769400616241,0.5281702926454135,0.010900521868786477,2.0356338912291334,ISIC_1225678,dermoscopic
88.66499917381844,0.8527016735783969,0.02821063470067148,0.1786237774508319,0.0008113341238145701,6.474718597489321,ISIC_8438197,clinical: close-up
19.876114538996443,0.9298486038247198,0.04869197667248217,0.3287481155188867,0.002455504926120774,3.010615753112378,ISIC_6039074,dermoscopic
109.79424723957418,0.8184009559531294,0.04206083361598898,0.19564849824890382,0.001800207020555007,6.366559907547373,ISIC_1660154,clinical: close-up
92.93998320632598,0.9562165748371346,0.031365982275902975,0.22913461149061812,0.0010148999173752232,5.1636662453407505,ISIC_2641217,dermoscopic
41.036356426394754,0.8706608220882113,0.04216846210681701,0.2175314435438598,0.0018277876455434262,4.690430530164771,ISIC_0652620,clinical: close-up
9.522956879241072,0.9857627645478181,0.06607623512909436,0.4275417884870862,0.004560170784123301,2.064710943929437,ISIC_8615296,dermoscopic
