Color_Mean_Red,Color_Std_Red,Color_Skew_Red,Color_Kurt_Red,Color_Mean_Green,Color_Std_Green,Color_Skew_Green,Color_Kurt_Green,Color_Mean_Blue,Color_Std_Blue,Color_Skew_Blue,Color_Kurt_Blue,GLCM_contrast,GLCM_correlation,GLCM_energy,GLCM_homogeneity,GLCM_ASM,GLCM_dissimilarity,lesion_id,image_type
112.78670370370371,64.59222353911515,-0.42129073310551446,-1.436874501250509,73.69123333333333,48.60389917483377,-0.2258964621857889,-1.3004600326013727,57.61248148148148,41.974841315624765,0.051398147971609444,-1.0552697759940168,56.651785718123676,0.9896635442113261,0.07623243486775834,0.47482036665156097,0.005856313854495071,3.4457054340824596,ISIC_8149219,clinical: close-up
139.63384074074074,23.198374575655382,-2.0548170377811683,4.215168658738007,112.93461851851852,25.63309816542229,-1.137776742225235,0.9987696356770988,98.86770740740741,25.29931953710051,-1.0038534309927876,0.769026746150062,61.30727442952582,0.9483685148442511,0.03297605589025213,0.24227782026514463,0.0011272523230603597,4.81419895613961,ISIC_4671410,dermoscopic
171.90293333333332,45.03204842631112,-0.981732720278211,0.13350975682451027,149.2270888888889,44.028253482401695,-0.7894380993668922,-0.018860719669100412,139.0946962962963,44.57482027986022,-0.6763031349608145,-0.12771939610472982,725.453609811414,0.81239583069061,0.013033427570556396,0.09493482306509772,0.00017581314963816897,17.335423904011453,ISIC_3904045,clinical: close-up
177.83311851851852,22.116196064172435,-1.7093017683793368,3.4816336258609084,149.5204185185185,21.466243908251528,-1.604817759117286,3.685317979632286,163.18926666666667,24.76774665618948,-1.4799308323942102,2.931487030017511,220.00531348682614,0.7638986411932561,0.03728479495082789,0.2721179689201155,0.0014572062125876824,7.276876670611539,ISIC_5371928,dermoscopic
179.51698148148148,11.10983183856257,-1.3034858644317704,3.1322091226800772,145.6566222222222,17.87993876444343,-2.3611759171117352,7.730661467238059,117.64103333333334,16.096930187173598,-1.6905061362378857,4.93102893982548,71.51771690430576,0.8444820822631872,0.0394037738541419,0.21325176824481504,0.0015926518464714258,5.489011927703548,ISIC_0791494,clinical: close-up
171.29399629629629,13.675130694479572,-1.4445891710502285,7.905436653092009,146.52977407407408,28.919668601542295,-1.4688524941224799,1.9067820359144028,145.1793037037037,27.409308337044397,-1.4104755863565546,2.5417301203678138,69.09460679454457,0.9378588794969892,0.04563732236046383,0.34592842622050896,0.002194004851692229,4.1065998128199315,ISIC_3624913,dermoscopic
169.09412592592594,20.748704188340387,-0.38446241241162155,2.615759292845955,103.84101481481481,23.14464288083231,0.004223294337547042,1.1850714156709357,87.51274814814815,23.81438035219042,0.03822511831644421,1.041468811713683,348.6571664949952,0.6431619461631514,0.018013346830290006,0.09831615192141002,0.00032830599011660685,12.882326035462562,ISIC_5667730,clinical: close-up
158.3722925925926,19.239267765469314,-2.327608375896932,8.420684416866173,103.66324074074075,18.510640900158926,-1.363863470461935,3.83745153157156,91.6641,21.047598721249436,-0.7243521068224442,1.4675056188334343,109.37949083412362,0.836257865663288,0.04045696913971257,0.3108178466389969,0.0017180919262763325,4.8440504317916515,ISIC_5186409,dermoscopic
153.07407777777777,26.862715271209996,-1.6283618614955053,3.2699900804592863,119.72498888888889,21.686754841502502,-1.225662656114419,2.6086585261247155,105.95375185185185,17.548148103134235,-0.3847302219690514,1.7519590922309245,171.16661363789208,0.8197670859330839,0.026886688141387217,0.1691848193818645,0.0007458118165291831,8.37495170477388,ISIC_8803389,clinical: close-up
199.74214074074075,40.61759422287669,-1.6007960001521888,2.48095973293226,203.5052259259259,36.819680859774216,-1.6977880226229898,2.7017510603902224,215.1192851851852,31.63020328631298,-1.5653255855197155,2.6259099589409214,277.69274604999543,0.8923889221035831,0.03155608624060674,0.23406667095992273,0.0010276526240807274,8.186185466570812,ISIC_1048297,dermoscopic
