HOG_Mean,HOG_Std,HOG_Kurtosis,lesion_id,image_type
0.1339776985134503,0.09913502949463007,-0.6482335811569322,ISIC_8149219,clinical: close-up
0.15839504498963314,0.05185351961929475,-0.9146719710378943,ISIC_4671410,dermoscopic
0.15439185457351107,0.06277685095053673,-1.2292271367609247,ISIC_3904045,clinical: close-up
0.14667734367680876,0.07914249569549381,-1.2193690608697738,ISIC_5371928,dermoscopic
0.160625591768092,0.04446568388758691,-0.873706513923028,ISIC_0791494,clinical: close-up
0.1547642629617744,0.06185305718972704,-1.1048233033156,ISIC_3624913,dermoscopic
0.16105692517442016,0.04287708744653878,-0.9867739688724959,ISIC_5667730,clinical: close-up
0.15031152686138208,0.0720015462730153,-1.0833934742059608,ISIC_5186409,dermoscopic
0.1595571008270323,0.04815920836248953,-0.9526478936100613,ISIC_8803389,clinical: close-up
0.1532287601433499,0.06556466150775354,-1.1412915478913557,ISIC_1048297,dermoscopic
0.15992575210712764,0.046920481534511276,-1.0595810710107463,ISIC_2729538,clinical: close-up
0.1611256376114307,0.04261814964169384,-1.0221771491089509,ISIC_5107821,dermoscopic
0.1567914018582151,0.05651755548055009,-1.0117169783168891,ISIC_1498519,clinical: close-up
0.15426758916482472,0.06308160355503004,-1.1500928470498024,ISIC_5916190,dermoscopic
0.160446112620571,0.04510900929391993,-0.9521223626882986,ISIC_3209508,clinical: close-up
0.15933012962560628,0.048904882862375335,-0.9532209133311103,ISIC_9546309,dermoscopic
0.16216108855834804,0.0384910266456445,-0.830159588018538,ISIC_2978483,clinical: close-up
0.15522975422590443,0.060675375375265045,-1.1663099448177559,ISIC_8325963,dermoscopic
0.160027426421019,0.04657253018295865,-0.8491151424482011,ISIC_9769821,clinical: close-up
0.15956674427611892,0.04812724691276807,-0.9734277189580203,ISIC_3780652,dermoscopic
0.1599100729111977,0.04697389015223845,-0.9043252572242042,ISIC_8947496,clinical: close-up
0.1572414333689406,0.05525313933305974,-0.7831033578363078,ISIC_7213515,dermoscopic
0.15190225920111397,0.06858193219310875,-1.359741524350568,ISIC_5881121,clinical: close-up
0.15561086067808025,0.05969118706183521,-1.1118575221529308,ISIC_9803465,dermoscopic
0.1610333553434648,0.0429655238688391,-0.7153420634659411,ISIC_9923124,clinical: close-up
0.1507857630247312,0.07100303826195198,-0.5959593318496159,ISIC_1225678,dermoscopic
0.16193772977158152,0.039420165538633256,-0.9223644458629092,ISIC_8438197,clinical: close-up
0.1604637819422454,0.04504611480715392,-0.9358294318220426,ISIC_6039074,dermoscopic
0.15909387838741837,0.04966805445975032,-0.9401982194380776,ISIC_1660154,clinical: close-up
0.15543840340805404,0.06013884368324275,-0.3118872604539704,ISIC_2641217,dermoscopic
0.1609901135308696,0.04312726654788794,-0.9294213356905754,ISIC_0652620,clinical: close-up
0.15833477054781223,0.05203727711717155,-0.9040351035198433,ISIC_8615296,dermoscopic
0.16324577918267136,0.03359454351312938,-0.7472265833360758,ISIC_8598339,clinical: close-up
0.16029692284742234,0.0456363265411284,-0.845933688407813,ISIC_8870441,dermoscopic
0.16156269352805105,0.040930109144811135,-0.6709347107913834,ISIC_8431081,clinical: close-up
0.1622351039567188,0.03817785770284627,-0.9368825183796345,ISIC_2768555,dermoscopic
0.15888904542607782,0.050319469571220694,-0.9719697074310698,ISIC_0402893,clinical: close-up
0.148642144643872,0.07538760248229806,1.443674164259912,ISIC_5203599,dermoscopic
0.1597999078915776,0.04734730417151977,-0.9760501012614964,ISIC_2944762,clinical: close-up
0.16113143733824117,0.04259621668511005,-0.6943936952008021,ISIC_1347581,dermoscopic
0.16064514676413222,0.0443949838996151,-0.927316886648637,ISIC_5462275,clinical: close-up
0.1508091452236289,0.07095336137500852,-1.0336364380708445,ISIC_6993481,dermoscopic
0.16142051277339886,0.04148729721743345,-0.5950758164860761,ISIC_1006010,clinical: close-up
0.15779317435969317,0.053657170066417445,-0.9731082777001108,ISIC_3881896,dermoscopic
0.16137638358002845,0.04165861972306597,-0.7807892422719567,ISIC_8429141,clinical: close-up
0.1591839775580538,0.04937852836049641,-1.0467423980917099,ISIC_1874410,dermoscopic
0.160853364936374,0.04363453635629751,-0.5732661482433001,ISIC_4499437,clinical: close-up
0.15500301660774907,0.06125228662108574,-0.9984526568278396,ISIC_3704603,dermoscopic
0.1618861355911815,0.0396315136980591,-0.9268526248515272,ISIC_5047383,clinical: close-up
0.1586320521840732,0.051123867167022455,-0.6175069350986839,ISIC_6046943,dermoscopic
0.1594588449361518,0.04848354923106608,-1.0248831182113085,ISIC_2308076,clinical: close-up
0.15104098427192025,0.07045849021723849,-0.9160375555187539,ISIC_0433706,dermoscopic
0.157776999263671,0.05370471373707303,-0.557372425832114,ISIC_4030094,clinical: close-up
0.15873562511122855,0.05080136902487935,-0.9573764378415901,ISIC_8463837,dermoscopic
0.1618433763560682,0.03980576973673482,-0.8461612803836434,ISIC_7081965,clinical: close-up
0.15904671507237958,0.049818873921941745,-0.8261715834871608,ISIC_4345756,dermoscopic
0.15799250002164353,0.05306738839436787,-0.19594117433968528,ISIC_9191957,clinical: close-up
0.1575806900202104,0.05427802416155015,-1.162493625677316,ISIC_8370666,dermoscopic
0.16152994209527194,0.04105917170753387,-0.6004378971224313,ISIC_9047853,clinical: close-up
0.16122150132417978,0.04225405643552036,-0.8980147602936639,ISIC_1230865,dermoscopic
0.16232457313618343,0.03779564433620771,-0.5888098696239497,ISIC_3272276,clinical: close-up
0.16049242754387374,0.044943948152845296,-0.709798849418724,ISIC_0323748,dermoscopic
0.1585268851073621,0.05144904734247615,-0.5714852735515645,ISIC_0447190,clinical: close-up
0.15014070347126504,0.07235707936505106,-0.7767629553529671,ISIC_4980158,dermoscopic
0.16218018376803123,0.03841049033341154,-1.0076726599087875,ISIC_1644500,clinical: close-up
0.15511270429187446,0.06097398413106261,0.15477449959663092,ISIC_4932148,dermoscopic
0.1611984806348222,0.042341795137771865,-0.5367503880675404,ISIC_0512596,clinical: close-up
0.15735034298491773,0.0549422181625196,-0.940754509351692,ISIC_8015399,dermoscopic
0.15972471556404838,0.04760034676697458,-0.9146807929749636,ISIC_1889858,clinical: close-up
0.1593481171125366,0.04884624189187435,-0.992105093396932,ISIC_3175755,dermoscopic
0.16240111104921662,0.03746540944192402,-0.7811992033885011,ISIC_6171480,clinical: close-up
0.1584319287666312,0.051740716279764364,-0.6912459604112775,ISIC_3175480,dermoscopic
0.1590820206060608,0.04970602070599197,-1.0653036648333818,ISIC_2511643,clinical: close-up
0.1603059683810158,0.04560454227144105,-0.7648429800078653,ISIC_5344273,dermoscopic
0.15883971150922555,0.05047498213947425,-0.6213955748069631,ISIC_2453811,clinical: close-up
0.16026217050196992,0.04575821762758006,-0.9556372606614554,ISIC_0813000,dermoscopic
0.16084280793359867,0.04367343483842247,-1.01658366788619,ISIC_5100065,clinical: close-up
0.1598415554669346,0.0472065135372125,-1.0224283806103616,ISIC_9206660,dermoscopic
0.15765711108678215,0.05405564815811111,-0.895503850341465,ISIC_8453550,clinical: close-up
0.15751662084903503,0.05446367532838465,-0.3375217440369558,ISIC_7606142,dermoscopic
0.15670826654606093,0.05674766048225792,-0.9137649639488514,ISIC_4305600,clinical: close-up
0.14928236796185493,0.07411175607790232,-1.0756806240262868,ISIC_2473856,dermoscopic
0.1573738532082185,0.05487484032164402,-0.5630807522472816,ISIC_5016123,clinical: close-up
0.15503235011452776,0.061178004150495326,-0.42190648958795807,ISIC_8736820,dermoscopic
0.16165094290891943,0.0405801728826771,0.22921472412754706,ISIC_3313109,clinical: close-up
0.16164085798837868,0.04062032500323676,-0.840471589307004,ISIC_9131247,dermoscopic
0.16258884509814864,0.03664212363356248,-0.8830425338032168,ISIC_5596458,clinical: close-up
0.16180242330182656,0.03997190999048996,-1.0434949405571503,ISIC_9542991,dermoscopic
0.15874627944097056,0.05076806612455557,-0.9561848012086278,ISIC_2084498,clinical: close-up
0.16004748818921244,0.046503540712319026,-0.9083855240979601,ISIC_3945160,dermoscopic
0.1606036991160683,0.04454469221858744,-0.9783021972327184,ISIC_6479651,clinical: close-up
0.15686509763603085,0.056312688778353354,-0.8533757990834969,ISIC_0856370,dermoscopic
0.15767149931826935,0.05401366564902439,-0.8809862662619494,ISIC_7184100,clinical: close-up
0.1592018756220592,0.04932079249811001,-0.9904315921205864,ISIC_7507858,dermoscopic
0.1612085227898194,0.042303545412724936,-1.0167792404262785,ISIC_5364143,clinical: close-up
0.1615841000876657,0.04084551840053785,-0.7976312849271188,ISIC_5597650,dermoscopic
0.16142846293045815,0.041456352113005676,-0.8960380606284528,ISIC_4065657,clinical: close-up
0.15974244496811896,0.04754081457071852,-1.0504653498120968,ISIC_5144687,dermoscopic
0.15645711033160947,0.057436490151025976,-0.8328237628498347,ISIC_0603409,clinical: close-up
0.16124820828363298,0.042152023675152715,-0.9862787882279891,ISIC_3480084,dermoscopic
0.16157862337124096,0.040867178078683446,-0.7936583391053467,ISIC_1140407,clinical: close-up
0.1603324351954043,0.04551140515032199,-0.8298423307258607,ISIC_5350161,dermoscopic
0.15657618283550406,0.05711109124077914,-0.9802807832674514,ISIC_6364449,clinical: close-up
0.1520588728992479,0.06823398673782984,-0.1816859673326654,ISIC_0107067,dermoscopic
0.16223130803567065,0.03819398470589343,-0.8202031107102763,ISIC_4357109,clinical: close-up
0.1575525159864512,0.054359750556536496,-1.1302016970221458,ISIC_7778161,dermoscopic
0.1629444937072653,0.03502670046107552,-0.8393510412254366,ISIC_9379796,clinical: close-up
0.15971708234031093,0.04762595283091063,-0.8794803062862031,ISIC_3874242,dermoscopic
